,start_time,end_time,wav_file,emotion,val,act,dom
968,20.92,34.38,Ses01M_impro07_M003,exc,4,4,3
969,34.76,38.66,Ses01M_impro07_M004,exc,4.5,3.5,2.5
970,38.78,48.28,Ses01M_impro07_M005,exc,4,4,3
971,48.73,52.86,Ses01M_impro07_M006,hap,4,3,2
972,54.63,56.31,Ses01M_impro07_M007,exc,4,4,2.5
973,56.53,61.35,Ses01M_impro07_M008,exc,4,3,2.5
974,61.59,63.56,Ses01M_impro07_M009,exc,3,2.5,2.5
975,66.3983,78.9,Ses01M_impro07_M010,exc,3.5,3,3
976,80.6825,83.82,Ses01M_impro07_M011,hap,4,3,2.5
977,87.43,90.44,Ses01M_impro07_M012,xxx,3.5,2.5,2.5
978,90.92,102.61,Ses01M_impro07_M013,hap,3.5,2.5,2.5
979,106.5475,112.35,Ses01M_impro07_M014,xxx,3,3,2.5
980,115.61,125.3625,Ses01M_impro07_M015,xxx,3,3.5,3.5
981,127.52,131.39,Ses01M_impro07_M016,xxx,3.5,3.5,2.5
982,131.95,134.62,Ses01M_impro07_M017,hap,4,3.5,2.5
983,135.305,141.01,Ses01M_impro07_M018,exc,3.5,3.5,3
984,141.34,142.68,Ses01M_impro07_M019,hap,3.5,2.5,2.5
985,143.98,147.84,Ses01M_impro07_M020,neu,3.5,2.5,2.5
986,147.91,150.1225,Ses01M_impro07_M021,sur,2.5,3,2.5
987,150.7925,153.8,Ses01M_impro07_M022,sur,3,4,3.5
988,153.86,159.14,Ses01M_impro07_M023,xxx,2.5,4,3.5
989,165.1825,169.6425,Ses01M_impro07_M024,exc,4,3,3
990,169.7275,172.34,Ses01M_impro07_M025,xxx,3,2.5,2.5
991,172.46,175.3625,Ses01M_impro07_M026,neu,2.5,3,2.5
992,177.26,178.75,Ses01M_impro07_M027,xxx,3,2.5,1.5
993,179.94,185.3475,Ses01M_impro07_M028,xxx,3,2.5,2.5
994,185.78,191.52,Ses01M_impro07_M029,xxx,3.5,3,2
995,192.22,194.25,Ses01M_impro07_M030,neu,3,2.5,1.5
996,194.77,196.02,Ses01M_impro07_M031,xxx,3,2,1.5
997,196.38,199.86,Ses01M_impro07_M032,hap,4,3,2.5
998,204.81,206.6,Ses01M_impro07_M033,hap,3.5,2.5,1.5
999,6.2901,8.2357,Ses01F_impro01_F000,neu,2.5,2.5,2.5
1000,10.01,11.3925,Ses01F_impro01_F001,neu,2.5,2.5,2.5
1001,14.8872,18.0175,Ses01F_impro01_F002,neu,2.5,2.5,2.5
1002,19.29,20.7875,Ses01F_impro01_F003,xxx,2.5,3,3
1003,21.3257,24.74,Ses01F_impro01_F004,xxx,2.5,3,2.5
1004,27.46,31.49,Ses01F_impro01_F005,neu,2.5,3.5,2
1005,38.965,43.59,Ses01F_impro01_F006,fru,2,3.5,3.5
1006,46.58,52.19,Ses01F_impro01_F007,fru,2.5,3.5,3.5
1007,56.16,58.8225,Ses01F_impro01_F008,fru,2,3.5,3.5
1008,61.87,65.97,Ses01F_impro01_F009,fru,2,3.5,3
1009,66.42,69.34,Ses01F_impro01_F010,xxx,1.5,3.5,3.5
1010,72.45,82.26,Ses01F_impro01_F011,fru,2,3.5,3.5
1011,85.27,88.02,Ses01F_impro01_F012,ang,2,3.5,3.5
1012,93.67,97.0218,Ses01F_impro01_F013,fru,2,4,3.5
1013,97.89,102.96,Ses01F_impro01_F014,neu,2.5,3.5,3.5
1014,103.97,106.71,Ses01F_impro01_F015,fru,2,3.5,3
1015,7.5712,10.475,Ses01F_impro01_M000,fru,2.5,2,2.5
1016,10.9266,14.6649,Ses01F_impro01_M001,fru,2.5,2,2.5
1017,16.8352,19.7175,Ses01F_impro01_M002,fru,2,3.5,3.5
1018,23.47,28.03,Ses01F_impro01_M003,fru,2.5,3.5,3.5
1019,28.395,31.2117,Ses01F_impro01_M004,fru,2,4,3.5
1020,31.266,39.3875,Ses01F_impro01_M005,fru,2,3.5,3.5
1021,41.23,46.98,Ses01F_impro01_M006,fru,2,3.5,3.5
1022,51.4,57.64,Ses01F_impro01_M007,fru,2.5,3.5,3
1023,58.18,62.59,Ses01F_impro01_M008,fru,2,3.5,3.5
1024,65.51,73,Ses01F_impro01_M009,fru,2.5,3.5,4
1025,81.59,86.03,Ses01F_impro01_M010,fru,2,4.5,4
1026,87.15,94.39,Ses01F_impro01_M011,ang,2,4,4
1027,95.86,98.68,Ses01F_impro01_M012,xxx,3,1.5,2
1028,101.84,107.87,Ses01F_impro01_M013,ang,2,4.5,4.5
1029,8.0737,11.47,Ses01M_impro02_F000,neu,3,2.5,2.5
1030,24.15,26.98,Ses01M_impro02_F001,xxx,2,3.5,3.5
1031,29.35,32.46,Ses01M_impro02_F002,sur,2,4,4
1032,35.4,38.6,Ses01M_impro02_F003,fru,2,3,3.5
1033,40.1,42.3725,Ses01M_impro02_F004,fru,2.5,3.5,3
1034,42.495,45.82,Ses01M_impro02_F005,fru,1.5,3,4.5
1035,53.495,54.995,Ses01M_impro02_F006,fru,2.5,2.5,2.5
1036,58.98,62.11,Ses01M_impro02_F007,fru,2,3.5,4
1037,78.48,79.745,Ses01M_impro02_F008,fru,2,3,2.5
1038,85.84,89.14,Ses01M_impro02_F009,sad,2.5,2.5,2.5
1039,90.39,93.65,Ses01M_impro02_F010,sad,2.5,2.5,3
1040,116.89,122.52,Ses01M_impro02_F011,xxx,2,3.5,2.5
1041,128.83,131.1175,Ses01M_impro02_F012,xxx,2.5,2,2.5
1042,144.54,148.6,Ses01M_impro02_F013,sad,3,3.5,3.5
1043,152.31,154.9183,Ses01M_impro02_F014,xxx,4,3,3
1044,157.42,160.11,Ses01M_impro02_F015,sad,2.5,2,2.5
1045,167.91,170.77,Ses01M_impro02_F016,xxx,4,3,3
1046,172.41,177.35,Ses01M_impro02_F017,sad,4,3.5,3
1047,185.54,190.36,Ses01M_impro02_F018,xxx,4.5,3.5,3
1048,201.7575,204.05,Ses01M_impro02_F019,sad,3,3,3
1049,209.95,214.81,Ses01M_impro02_F020,xxx,3.5,2.5,3
1050,216.925,219.13,Ses01M_impro02_F021,xxx,4,2,3.5
1051,4.5582,7.86,Ses01M_impro02_M000,neu,3,2.5,2.5
1052,13.76,17.52,Ses01M_impro02_M001,sad,2,2,3.5
1053,19.33,23.63,Ses01M_impro02_M002,sad,2.5,2.5,2.5
1054,27.11,29.825,Ses01M_impro02_M003,sad,2,2.5,3
1055,38.61,41.33,Ses01M_impro02_M004,xxx,1.5,2.5,3
1056,42.4225,44.35,Ses01M_impro02_M005,xxx,2.5,2,2
1057,47.19,49.63,Ses01M_impro02_M006,fru,1.5,2,2
1058,49.66,58.18,Ses01M_impro02_M007,sad,2,3,3
1059,66.16,70.18,Ses01M_impro02_M008,xxx,1.5,3.5,3.5
1060,75.73,78.6525,Ses01M_impro02_M009,sad,2,2.5,3.5
1061,79.18,81.86,Ses01M_impro02_M010,sad,2,2,2.5
1062,82.09,86.28,Ses01M_impro02_M011,sad,2.5,2.5,3.5
1063,88.825,90.655,Ses01M_impro02_M012,sad,3,1.5,1.5
1064,95.45,99.875,Ses01M_impro02_M013,sad,1.5,3,3.5
1065,106.1,114.44,Ses01M_impro02_M014,sad,2,2,3.5
1066,115.0275,117.31,Ses01M_impro02_M015,sad,2,2,2.5
1067,122.03,126.42,Ses01M_impro02_M016,sad,2.5,3,3.5
1068,131.06,137.74,Ses01M_impro02_M017,sad,3,2,3
1069,137.75,140.94,Ses01M_impro02_M018,sad,3,2,3.5
1070,149.06,152.58,Ses01M_impro02_M019,sad,3,2,3
1071,154.43,156.51,Ses01M_impro02_M020,sad,3.5,1.5,3
1072,163.8,167.56,Ses01M_impro02_M021,sad,2.5,2.5,2.5
1073,170.94,173.01,Ses01M_impro02_M022,sad,3.5,3,2.5
1074,183.77,189.08,Ses01M_impro02_M023,sad,1.5,2.5,3.5
1075,198.55,201.28,Ses01M_impro02_M024,xxx,1.5,2.5,1.5
1076,214.59,217.04,Ses01M_impro02_M025,sad,3,2.5,3.5
1077,5.02,6.85,Ses01M_impro03_F000,xxx,3.5,3,2.5
1078,10.79,12.08,Ses01M_impro03_F001,sur,4,3.5,3
1079,12.37,13.7468,Ses01M_impro03_F002,exc,2.5,3,3
1080,16.19,17.7425,Ses01M_impro03_F003,exc,3.5,3,3
1081,19.6,22.1975,Ses01M_impro03_F004,exc,4,3.5,3.5
1082,26,33.21,Ses01M_impro03_F005,exc,4.5,4.5,4
1083,35.5,39.235,Ses01M_impro03_F006,exc,4,4.5,4.5
1084,39.45,43.78,Ses01M_impro03_F007,exc,5,4,4.5
1085,47.32,54.52,Ses01M_impro03_F008,exc,4,3.5,4
1086,55.9325,59.71,Ses01M_impro03_F009,exc,4,3.5,3
1087,61.1325,72.19,Ses01M_impro03_F010,exc,3.5,4.5,4
1088,72.4875,80.9,Ses01M_impro03_F011,exc,4.5,3.5,4
1089,80.93,88.45,Ses01M_impro03_F012,exc,4,3.5,4
1090,90.11,91.84,Ses01M_impro03_F013,exc,4.5,3.5,4
1091,92.87,96.13,Ses01M_impro03_F014,exc,4.5,4,4
1092,97.35,103.9875,Ses01M_impro03_F015,exc,4.5,4.5,4.5
1093,104.6375,109.06,Ses01M_impro03_F016,exc,4.5,4,4
1094,113.79,116.7,Ses01M_impro03_F017,neu,3,2,2.5
1095,117.21,118.47,Ses01M_impro03_F018,neu,3.5,2.5,3
1096,120.03,123.64,Ses01M_impro03_F019,exc,4,4,3.5
1097,123.96,125.74,Ses01M_impro03_F020,exc,4,3,2.5
1098,128.06,131.59,Ses01M_impro03_F021,neu,3.5,3,3.5
1099,132.16,136.15,Ses01M_impro03_F022,exc,4.5,4,3.5
1100,136.29,144.07,Ses01M_impro03_F023,exc,4,4.5,4
1101,144.61,146.41,Ses01M_impro03_F024,exc,4,3,3
1102,147.17,150.845,Ses01M_impro03_F025,exc,4,3.5,3
1103,151.26,153.9075,Ses01M_impro03_F026,exc,4,3.5,3.5
1104,2.92,5.56,Ses01M_impro03_M000,exc,4,3,2.5
1105,6.31,11.57,Ses01M_impro03_M001,exc,3.5,3.5,3
1106,11.7,12.98,Ses01M_impro03_M002,xxx,3.5,2.5,2.5
1107,13.26,16.87,Ses01M_impro03_M003,neu,3.5,2.5,2.5
1108,17.28,26.54,Ses01M_impro03_M004,exc,3.5,4,4
1109,26.6,30.79,Ses01M_impro03_M005,exc,4.5,4.5,4
1110,32.05,39.5125,Ses01M_impro03_M006,neu,4,4,3
1111,39.5775,47.66,Ses01M_impro03_M007,exc,5,4.5,4.5
1112,48.08,63.1475,Ses01M_impro03_M008,exc,4,4,3.5
1113,63.635,64.95,Ses01M_impro03_M009,xxx,3.5,2.5,2.5
1114,70.95,73.63,Ses01M_impro03_M010,exc,4,4,3.5
1115,73.67,75.96,Ses01M_impro03_M011,exc,4.5,4,3.5
1116,80.76,82.48,Ses01M_impro03_M012,exc,4,3,3
1117,84.5075,86.66,Ses01M_impro03_M013,exc,4,2.5,3
1118,87.42,90.96,Ses01M_impro03_M014,neu,3,3,3
1119,91.37,93.47,Ses01M_impro03_M015,exc,3.5,2.5,3
1120,94.77,98.7,Ses01M_impro03_M016,exc,4.5,4,3.5
1121,103.1,114.43,Ses01M_impro03_M017,exc,4,4,3
1122,115.84,117.89,Ses01M_impro03_M018,neu,3,2,2.5
1123,117.98,121.76,Ses01M_impro03_M019,exc,3.5,3,2.5
1124,121.83,125.14,Ses01M_impro03_M020,exc,3.5,3,3.5
1125,125.32,134.0075,Ses01M_impro03_M021,neu,3.5,3,3.5
1126,135.66,145.44,Ses01M_impro03_M022,exc,3.5,4.5,4
1127,145.97,150.51,Ses01M_impro03_M023,exc,4.5,3.5,3.5
1128,150.58,152.04,Ses01M_impro03_M024,exc,4,3,3
1129,152.1,153.25,Ses01M_impro03_M025,xxx,4,2.5,3
1130,5.53,7.7,Ses01F_script03_1_F000,fea,2,3.5,1
1131,8.74,15.2,Ses01F_script03_1_F001,fea,2.5,3.5,2
1132,17.2,22.71,Ses01F_script03_1_F002,fea,2.5,3.5,1
1133,24.47,27.44,Ses01F_script03_1_F003,xxx,4,2,2.5
1134,28.96,32.94,Ses01F_script03_1_F004,xxx,4,2.5,2.5
1135,41.17,47.64,Ses01F_script03_1_F005,hap,4,4,2.5
1136,51.2835,53.8175,Ses01F_script03_1_F006,exc,4,3,2.5
1137,54.61,56.8,Ses01F_script03_1_F007,exc,4,3,2.5
1138,63.41,67.4075,Ses01F_script03_1_F008,xxx,2.5,2,2
1139,68.7,71.81,Ses01F_script03_1_F009,xxx,2.5,3,2.5
1140,74.65,77.18,Ses01F_script03_1_F010,hap,3.5,3.5,2.5
1141,84.47,88.26,Ses01F_script03_1_F011,hap,4,3.5,2.5
1142,92.14,93.66,Ses01F_script03_1_F012,exc,3.5,2,2
1143,105.94,109.39,Ses01F_script03_1_F013,xxx,4,2.5,2.5
1144,112.4,118.38,Ses01F_script03_1_F014,xxx,4,2,2.5
1145,120.08,122.43,Ses01F_script03_1_F015,xxx,4,2,2
1146,126.1,128.9675,Ses01F_script03_1_F016,xxx,4,2,2.5
1147,131.88,136.8,Ses01F_script03_1_F017,xxx,3,3,2
1148,139.94,142.69,Ses01F_script03_1_F018,xxx,2.5,3.5,2
1149,149.95,153.08,Ses01F_script03_1_F019,xxx,4,2.5,2.5
1150,165.1525,169.7325,Ses01F_script03_1_F020,hap,4,4,2.5
1151,174.8825,178.85,Ses01F_script03_1_F021,hap,4,3,3
1152,194.85,204.01,Ses01F_script03_1_F022,hap,4,3.5,3
1153,208.8925,211.42,Ses01F_script03_1_F023,xxx,3.5,2,2.5
1154,215.28,220.35,Ses01F_script03_1_F024,exc,5,4.5,2.5
1155,221.12,226.87,Ses01F_script03_1_F025,xxx,4,3.5,2.5
1156,228.37,231.07,Ses01F_script03_1_F026,xxx,3.5,2,2.5
1157,237.4,242.26,Ses01F_script03_1_F027,xxx,3.5,3.5,2.5
1158,244.0875,248.07,Ses01F_script03_1_F028,xxx,3.5,2.5,2
1159,250.22,262.43,Ses01F_script03_1_F029,hap,4,4,2.5
1160,262.46,269.64,Ses01F_script03_1_F030,hap,4,3,2.5
1161,275.91,279.99,Ses01F_script03_1_F031,xxx,3,3,2.5
1162,4.2888,6.18,Ses01F_script03_1_M000,fea,2.5,4,1
1163,7.29,9.18,Ses01F_script03_1_M001,fea,2.5,3.5,1
1164,14.64,17.43,Ses01F_script03_1_M002,fea,2.5,3,1
1165,19.8475,21.29,Ses01F_script03_1_M003,fea,2.5,3.5,1.5
1166,22.16,24.95,Ses01F_script03_1_M004,xxx,2.5,3.5,1.5
1167,26.86,29.52,Ses01F_script03_1_M005,exc,4,3,2
1168,33.92,39.31,Ses01F_script03_1_M006,xxx,3,3,1.5
1169,39.5,45.775,Ses01F_script03_1_M007,hap,4.5,3.5,2.5
1170,46.72,51.9842,Ses01F_script03_1_M008,hap,4,3,2
1171,53.28,55.33,Ses01F_script03_1_M009,hap,4,2.5,2.5
1172,56.37,64.43,Ses01F_script03_1_M010,hap,4,3.5,2.5
1173,66.84,69.29,Ses01F_script03_1_M011,xxx,3,2.5,2
1174,71,75.43,Ses01F_script03_1_M012,xxx,3.5,2.5,2.5
1175,76.32,86.518,Ses01F_script03_1_M013,hap,4,3.5,2.5
1176,87.76,92.57,Ses01F_script03_1_M014,xxx,4,3,3
1177,93.23,100.16,Ses01F_script03_1_M015,xxx,3.5,3.5,2.5
1178,100.195,106.55,Ses01F_script03_1_M016,xxx,3.5,3,2.5
1179,108.87,113.02,Ses01F_script03_1_M017,xxx,4,2.5,2
1180,118.0823,120.53,Ses01F_script03_1_M018,hap,4,3,2
1181,121.95,127.15,Ses01F_script03_1_M019,xxx,3.5,3,2.5
1182,128.38,131.77,Ses01F_script03_1_M020,xxx,3.5,2.5,2.5
1183,136.5,140.4925,Ses01F_script03_1_M021,exc,4,3,2.5
1184,142.24,150.92,Ses01F_script03_1_M022,xxx,3.5,3,2.5
1185,152.13,155.0425,Ses01F_script03_1_M023,xxx,3.5,2,2.5
1186,155.115,167.7,Ses01F_script03_1_M024,exc,4.5,3.5,3
1187,168.69,176.27,Ses01F_script03_1_M025,hap,4,3,2.5
1188,178.97,195.6,Ses01F_script03_1_M026,hap,4,3.5,2.5
1189,204.59,210.7575,Ses01F_script03_1_M027,xxx,4,3.5,2
1190,211.03,215.83,Ses01F_script03_1_M028,xxx,3.5,3.5,2
1191,216.6325,218.5225,Ses01F_script03_1_M029,xxx,3,3,2.5
1192,219.22,221.82,Ses01F_script03_1_M030,dis,3,2,2
1193,226.32,228.89,Ses01F_script03_1_M031,xxx,3.5,2,2
1194,230.37,231.905,Ses01F_script03_1_M032,xxx,4,2,2
1195,232.1675,238.49,Ses01F_script03_1_M033,xxx,3.5,3,2.5
1196,241.6,245.87,Ses01F_script03_1_M034,hap,4,3.5,2.5
1197,247.74,250.7,Ses01F_script03_1_M035,xxx,3.5,3,1.5
1198,256.85,262.0325,Ses01F_script03_1_M036,hap,4,4.5,2.5
1199,262.3975,267.45,Ses01F_script03_1_M037,hap,4,2.5,2
1200,271.64,276.2,Ses01F_script03_1_M038,xxx,3,2.5,2.5
1201,10.0955,12.68,Ses01M_impro06_F000,neu,3,2.5,2
1202,23.26,26.3875,Ses01M_impro06_F001,neu,3,2,2.5
1203,39.43,41.75,Ses01M_impro06_F002,neu,3,2,2.5
1204,61.86,64.65,Ses01M_impro06_F003,sad,2.5,2,2.5
1205,67.277,70.12,Ses01M_impro06_F004,sad,2.5,2,2
1206,70.205,72.2704,Ses01M_impro06_F005,sad,2.5,2,3.5
1207,76.5016,79.03,Ses01M_impro06_F006,sad,3,2,2.5
1208,87.2562,89.47,Ses01M_impro06_F007,neu,3,2,3
1209,94.62,96.52,Ses01M_impro06_F008,neu,2.5,2,2.5
1210,97.45,101.42,Ses01M_impro06_F009,neu,2.5,3,3
1211,101.5,105.8675,Ses01M_impro06_F010,neu,2.5,3,3
1212,107.02,108.56,Ses01M_impro06_F011,neu,2.5,2,2.5
1213,112.615,113.9775,Ses01M_impro06_F012,neu,2.5,2.5,2.5
1214,117.85,120.8,Ses01M_impro06_F013,neu,2.5,3,3
1215,131.1825,132.555,Ses01M_impro06_F014,neu,3,2.5,2.5
1216,143.9425,145.16,Ses01M_impro06_F015,neu,3,2.5,2.5
1217,145.94,147.78,Ses01M_impro06_F016,neu,3,2,2.5
1218,148.265,150.71,Ses01M_impro06_F017,neu,2.5,3,3
1219,157.23,159.57,Ses01M_impro06_F018,neu,2.5,3,3
1220,159.75,163.9425,Ses01M_impro06_F019,neu,3,2.5,3
1221,178.3706,181.43,Ses01M_impro06_F020,neu,2.5,2.5,3.5
1222,184.26,186.2647,Ses01M_impro06_F021,neu,2.5,2,2.5
1223,188.97,190.92,Ses01M_impro06_F022,neu,2.5,2,2.5
1224,197.06,199.05,Ses01M_impro06_F023,neu,3,2,2.5
1225,200.3676,203.16,Ses01M_impro06_F024,neu,3,2,3
1226,208.8826,210.7397,Ses01M_impro06_F025,neu,2.5,2,2.5
1227,214.6701,217.6415,Ses01M_impro06_F026,neu,3,3,3
1228,233.02,235.13,Ses01M_impro06_F027,neu,3,2,2.5
1229,239.1062,242.6985,Ses01M_impro06_F028,neu,3,2,2.5
1230,12.4633,16.51,Ses01M_impro06_M000,sad,3,2.5,2
1231,19.1808,22.89,Ses01M_impro06_M001,sad,3,2,3
1232,25.7888,30.0906,Ses01M_impro06_M002,sad,2.5,2,2
1233,31.76,35.36,Ses01M_impro06_M003,sad,2.5,2.5,2.5
1234,36.11,40,Ses01M_impro06_M004,sad,2,3,3.5
1235,41.22,44.6825,Ses01M_impro06_M005,sad,2,2.5,3
1236,46.41,61.99,Ses01M_impro06_M006,sad,1.5,2.5,3.5
1237,63.63,67.63,Ses01M_impro06_M007,sad,2,2,2.5
1238,71.79,76.0581,Ses01M_impro06_M008,sad,2,2,3
1239,79.2956,82.6661,Ses01M_impro06_M009,sad,1.5,2.5,2.5
1240,83.7526,87.234,Ses01M_impro06_M010,sad,1.5,3,3
1241,89.295,95.89,Ses01M_impro06_M011,sad,2,2.5,3
1242,96.5029,97.96,Ses01M_impro06_M012,sad,3,2,2.5
1243,100.6075,105.74,Ses01M_impro06_M013,sad,2.5,3,3
1244,105.84,109.16,Ses01M_impro06_M014,sad,2.5,3,3.5
1245,109.59,114.61,Ses01M_impro06_M015,sad,2.5,3,3
1246,115.9875,118.25,Ses01M_impro06_M016,sad,2.5,2.5,3
1247,123.15,146.89,Ses01M_impro06_M017,sad,1.5,3,4.5
1248,150.05,153.93,Ses01M_impro06_M018,sad,2.5,2,3
1249,154.55,157.4,Ses01M_impro06_M019,sad,2,2.5,3
1250,159.35,160.74,Ses01M_impro06_M020,sad,3,2.5,2
1251,163.73,165.86,Ses01M_impro06_M021,sad,2,2,3.5
1252,181.8077,184.86,Ses01M_impro06_M022,sad,2.5,2,3
1253,186.5973,189.55,Ses01M_impro06_M023,sad,2.5,2,3.5
1254,193.13,197.51,Ses01M_impro06_M024,sad,1.5,3,3.5
1255,202.51,203.85,Ses01M_impro06_M025,sad,3,2,2.5
1256,205.65,208.5721,Ses01M_impro06_M026,sad,2.5,3,3.5
1257,210.21,212.22,Ses01M_impro06_M027,sad,2.5,2,2.5
1258,217.5175,221.8768,Ses01M_impro06_M028,sad,3.5,2.5,4
1259,225.32,227.51,Ses01M_impro06_M029,sad,2,2.5,3
1260,227.54,234.26,Ses01M_impro06_M030,sad,1.5,3,4.5
1261,4.24,5.23,Ses01F_impro05_F000,fru,4,2,1.5
1262,5.26,7.16,Ses01F_impro05_F001,fru,2,2.5,2.5
1263,7.35,8.85,Ses01F_impro05_F002,fru,2.5,2.5,3.5
1264,9.2,13.02,Ses01F_impro05_F003,fru,2,3,3.5
1265,13.04,22.74,Ses01F_impro05_F004,fru,2,3.5,3.5
1266,25.35,26.76,Ses01F_impro05_F005,fru,2.5,3,3
1267,28.24,29.91,Ses01F_impro05_F006,xxx,2.5,2.5,2.5
1268,32.19,33.5,Ses01F_impro05_F007,fru,2.5,3,3.5
1269,33.78,35.9,Ses01F_impro05_F008,ang,2.5,2.5,3.5
1270,36.71,44.03,Ses01F_impro05_F009,ang,2.5,2.5,3.5
1271,69.55,73.76,Ses01F_impro05_F010,xxx,2,4,3.5
1272,73.87,75.5375,Ses01F_impro05_F011,ang,2,4.5,3.5
1273,75.61,80.73,Ses01F_impro05_F012,ang,2.5,3.5,3
1274,82.75,86.06,Ses01F_impro05_F013,xxx,2,2.5,3
1275,99.52,102.9,Ses01F_impro05_F014,ang,1.5,4,4
1276,103.005,118.5,Ses01F_impro05_F015,ang,1.5,4.5,4.5
1277,118.53,122.44,Ses01F_impro05_F016,ang,1.5,4.5,4
1278,127.485,136.85,Ses01F_impro05_F017,ang,1.5,5,4.5
1279,137.715,140.11,Ses01F_impro05_F018,ang,1.5,4,4
1280,140.225,145.6,Ses01F_impro05_F019,ang,1.5,4,4.5
1281,149.365,153.8,Ses01F_impro05_F020,ang,1.5,4.5,4.5
1282,155.6,160.36,Ses01F_impro05_F021,ang,1.5,4.5,4.5
1283,160.41,163.7975,Ses01F_impro05_F022,ang,1.5,4.5,4
1284,163.88,165.8,Ses01F_impro05_F023,ang,2,3,4
1285,166.33,167.71,Ses01F_impro05_F024,ang,2,3,4
1286,171.09,174.2,Ses01F_impro05_F025,ang,1.5,4.5,4.5
1287,177.6025,179.09,Ses01F_impro05_F026,ang,2,3.5,3.5
1288,179.22,183.845,Ses01F_impro05_F027,xxx,2,2.5,4
1289,188.78,190.8975,Ses01F_impro05_F028,ang,2,3,4
1290,195.38,199.33,Ses01F_impro05_F029,ang,1.5,3,3.5
1291,202.86,206.17,Ses01F_impro05_F030,ang,2,3,3.5
1292,3.61,5.19,Ses01F_impro05_M000,neu,4,2.5,2
1293,5.21,6.44,Ses01F_impro05_M001,hap,4,2.5,2
1294,6.6,7.71,Ses01F_impro05_M002,hap,4,2.5,2
1295,8.32,9.8,Ses01F_impro05_M003,neu,4,2.5,2
1296,12.26,13.78,Ses01F_impro05_M004,neu,3.5,1.5,2
1297,21.84,25.9,Ses01F_impro05_M005,neu,3.5,2.5,2
1298,25.99,27.7272,Ses01F_impro05_M006,neu,3.5,2.5,2
1299,28.29,34.1425,Ses01F_impro05_M007,neu,3.5,2.5,2
1300,34.7,36.52,Ses01F_impro05_M008,neu,3,2.5,2
1301,36.91,42.76,Ses01F_impro05_M009,neu,2.5,2.5,2
1302,43.86,49.97,Ses01F_impro05_M010,neu,2.5,2.5,2
1303,49.97,70.26,Ses01F_impro05_M011,neu,2.5,2.5,2
1304,70.38,73.14,Ses01F_impro05_M012,neu,2.5,2,1.5
1305,73.55,74.99,Ses01F_impro05_M013,neu,2.5,2,1.5
1306,75.03,76.48,Ses01F_impro05_M014,neu,2.5,2.5,1.5
1307,80.22,83.2425,Ses01F_impro05_M015,neu,2.5,2,1.5
1308,85.72,93.9575,Ses01F_impro05_M016,neu,2.5,2.5,2
1309,94.005,100.4,Ses01F_impro05_M017,neu,2.5,2.5,2.5
1310,100.55,103.68,Ses01F_impro05_M018,xxx,3,3.5,2.5
1311,111.28,112.81,Ses01F_impro05_M019,neu,2.5,2,2
1312,118.04,119.37,Ses01F_impro05_M020,neu,2.5,2,2
1313,121.19,129.23,Ses01F_impro05_M021,xxx,2.5,2.5,1.5
1314,131.02,133.25,Ses01F_impro05_M022,neu,2.5,2,2
1315,136.19,143.5,Ses01F_impro05_M023,neu,2.5,3.5,2.5
1316,144.85,151.16,Ses01F_impro05_M024,neu,2.5,3,2.5
1317,151.335,152.71,Ses01F_impro05_M025,neu,2.5,2.5,2
1318,152.8325,158.58,Ses01F_impro05_M026,neu,2.5,2.5,2.5
1319,159.66,161.37,Ses01F_impro05_M027,neu,2.5,2.5,2
1320,163.25,166.99,Ses01F_impro05_M028,neu,2.5,2.5,2
1321,167.15,173.63,Ses01F_impro05_M029,neu,2.5,2.5,2.5
1322,173.7325,178.2625,Ses01F_impro05_M030,neu,3,2.5,2
1323,178.59,180.87,Ses01F_impro05_M031,neu,3,2.5,2.5
1324,183.14,189.3875,Ses01F_impro05_M032,sur,3,2.5,2
1325,190.23,196.9,Ses01F_impro05_M033,sur,2.5,3,2
1326,198.66,205.17,Ses01F_impro05_M034,neu,2.5,2.5,2.5
1327,205.63,211.94,Ses01F_impro05_M035,neu,2.5,2,1.5
1328,6.78,10.59,Ses01F_script01_2_F000,xxx,2.5,2.5,3
1329,12.71,17.23,Ses01F_script01_2_F001,xxx,2.5,2,3.5
1330,21.25,26.41,Ses01F_script01_2_F002,xxx,2.5,2.5,4.5
1331,39.93,42.96,Ses01F_script01_2_F003,ang,2,2.5,4
1332,44.35,46.3,Ses01F_script01_2_F004,ang,2.5,2.5,3.5
1333,47.1,50.85,Ses01F_script01_2_F005,ang,1.5,3.5,4.5
1334,52.03,56.42,Ses01F_script01_2_F006,ang,1.5,4,4.5
1335,57.76,66.65,Ses01F_script01_2_F007,ang,1.5,4.5,4.5
1336,67.48,78.26,Ses01F_script01_2_F008,ang,1.5,4.5,4.5
1337,82.12,91.28,Ses01F_script01_2_F009,ang,1.5,2,4.5
1338,92.36,102.17,Ses01F_script01_2_F010,ang,1.5,3.5,4.5
1339,102.26,105.76,Ses01F_script01_2_F011,ang,1.5,3.5,4.5
1340,108.2,122.34,Ses01F_script01_2_F012,ang,1.5,4.5,5
1341,122.41,132.62,Ses01F_script01_2_F013,ang,1,4.5,5
1342,137.98,140.69,Ses01F_script01_2_F014,fru,2,3,2.5
1343,10.084,13.48,Ses01F_script01_2_M000,xxx,2.5,2.5,3
1344,16.63,21.66,Ses01F_script01_2_M001,neu,3,3,2.5
1345,25.73,33.08,Ses01F_script01_2_M002,xxx,3,3,3
